"","SpeciesAuthor","SpeciesAccepted","Authority","TaxonomicStatus","TPLVersion","InfraspecificAccepted","SpeciesEpithetAccepted","GenusAccepted","Genus","Family","Order","Class","DicotMonoc","AngioGymno","Phylum","Kingdom","GrowthType","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","CriteriaSize","CriteriaOntogeny","CriteriaAge","Population","LatDeg","LatMin","LatSec","LatNS","LonDeg","LonMin","LonSec","LonWE","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","Observation","MatrixDimension","SurvivalIssue"
"547","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","A",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1993,NA,NA,1994,NA,NA,"Divided",NA,4,1
"548","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","A",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided",NA,4,1
"549","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","A",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1995,NA,NA,1996,NA,NA,"Divided",NA,4,0.941
"550","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","A",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1996,NA,NA,1997,NA,NA,"Divided",NA,4,1
"551","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","A",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1997,NA,NA,1998,NA,NA,"Divided",NA,4,1
"552","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Mean","Unmanipulated","W",1993,NA,NA,1998,NA,NA,"Divided",NA,4,0.9958
"553","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1993,NA,NA,1994,NA,NA,"Divided",NA,4,1
"554","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided",NA,4,1
"555","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1995,NA,NA,1996,NA,NA,"Divided",NA,4,1
"556","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1996,NA,NA,1997,NA,NA,"Divided",NA,4,1
"557","Agrimonia_eupatoria","Agrimonia eupatoria","L.","Accepted",1.1,NA,"eupatoria","Agrimonia","Agrimonia","Rosaceae","Rosales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Kiviniemi","Plant Ecol",2002,"None",NA,6,1993,1998,"1",1,"Yes","Rosaceae","No","B",58,56,0,"N",17,8,0,"E",36,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",1997,NA,NA,1998,NA,NA,"Divided",NA,4,0.979
"558","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Mean","Unmanipulated","W",2001,NA,NA,2003,NA,NA,"Divided",NA,8,1
"559","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided",NA,8,1
"560","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Unmanipulated","W",2002,NA,NA,2003,NA,NA,"Divided",NA,8,1
"561","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Mean","Clipping","W",2001,NA,NA,2003,NA,NA,"Divided",NA,8,1.015
"562","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Clipping","W",2001,NA,NA,2002,NA,NA,"Divided",NA,8,1.03
"563","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Clipping","W",2002,NA,NA,2003,NA,NA,"Divided",NA,8,1
"564","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Mean","Herbicide","W",2001,NA,NA,2003,NA,NA,"Divided",NA,8,0.6
"565","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Herbicide","W",2001,NA,NA,2002,NA,NA,"Divided",NA,8,0.6
"566","Agropyron_cristatum","Agropyron cristatum","(L.) Gaertn.","Accepted",1.1,NA,"cristatum","Agropyron","Agropyron","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Hansen; Wilson","J Appl Ecol",2006,"10.1111/j.1365-2664.2006.01145.x",NA,3,2001,2003,"1",3,"No","Poaceae","Seeds","Saskatchewan",49,22,0,"N",107,53,0,"W",807,"CAN","N America","TGS","A","Individual","Herbicide","W",2002,NA,NA,2003,NA,NA,"Divided",NA,8,0.6
"567","Alliaria_petiolata","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Meekins; McCarthy","Am Mid Nat",2002,"10.1674/0003-0031(2002)147[0256:EOPDOT]2.0.CO;2",NA,3,1996,1998,"1",3,"Yes","Brassicaceae","No","Athens, Ohio",39,19,13,"N",82,7,10,"W",230,"USA","N America","TBM","A","Mean","Low density ","W",1996,NA,NA,1998,NA,NA,"Divided",NA,6,0.935
"568","Alliaria_petiolata","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Meekins; McCarthy","Am Mid Nat",2002,"10.1674/0003-0031(2002)147[0256:EOPDOT]2.0.CO;2",NA,3,1996,1998,"1",3,"Yes","Brassicaceae","No","Athens, Ohio",39,19,13,"N",82,7,10,"W",230,"USA","N America","TBM","A","Mean","Medium density","W",1996,NA,NA,1998,NA,NA,"Divided",NA,6,0.972
"569","Alliaria_petiolata","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Meekins; McCarthy","Am Mid Nat",2002,"10.1674/0003-0031(2002)147[0256:EOPDOT]2.0.CO;2",NA,3,1996,1998,"1",3,"Yes","Brassicaceae","No","Athens, Ohio",39,19,13,"N",82,7,10,"W",230,"USA","N America","TBM","A","Mean","High density","W",1996,NA,NA,1998,NA,NA,"Divided",NA,6,0.958
"570","Alliaria_petiolata_2","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,"Brassicaceae",NA,"Michigan; Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America",NA,"A","Mean","Unmanipulated","W",1999,NA,NA,1999,NA,NA,"Divided","Geolocations / Altitudes of populations: Michigan - 44° 18' 53.44'' N 85° 36' 8.51'' W; Ohio - 40° 37' 59.25'' N 89° 23' 54.70'' W / 411 m; 253 m",3,0.5
"571","Alliaria_petiolata_3","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight","Ecology",2013,"10.1890/12-1310.1",NA,2,2005,2006,"1",1,"Yes","Brassicaceae","No","Tyson Research Center",38,30,0,"N",90,30,0,"W",187,"USA","N America","TMB","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.6902951
"572","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Bartelt; Edward Lowe Foundation; Farmdale; Homer Lake; Healy Road; Holland State Park; Illini Plantations; Ives Road; Johnson Park; Russ Forest; Rose Lake; Shiawassee YMCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.806501094
"573","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Bartelt",40,43,0,"N",89,30,0,"W",205,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.815926411
"574","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Bartelt",40,43,0,"N",89,30,0,"W",205,"USA","N America","TBM","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.849336182
"575","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Bartelt",40,43,0,"N",89,30,0,"W",205,"USA","N America","TBM","A","Individual","Unmanipulated","W",2006,NA,NA,2007,NA,NA,"Divided",NA,3,0.74302274
"576","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Bartelt",40,43,0,"N",89,30,0,"W",205,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided",NA,3,0.85542031
"577","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Edward Lowe Foundation",41,58,0,"N",85,59,0,"W",286,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.974023354
"578","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Edward Lowe Foundation",41,58,0,"N",85,59,0,"W",286,"USA","N America","TBM","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.991143697
"579","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Edward Lowe Foundation",41,58,0,"N",85,59,0,"W",286,"USA","N America","TBM","A","Individual","Unmanipulated","W",2006,NA,NA,2007,NA,NA,"Divided",NA,3,0.976245435
"580","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Edward Lowe Foundation",41,58,0,"N",85,59,0,"W",286,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided",NA,3,0.954680929
"581","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Farmdale",40,41,0,"N",89,29,0,"W",219,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.784357456
"582","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Farmdale",40,41,0,"N",89,29,0,"W",219,"USA","N America","TBM","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.751418298
"583","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Farmdale",40,41,0,"N",89,29,0,"W",219,"USA","N America","TBM","A","Individual","Unmanipulated","W",2006,NA,NA,2007,NA,NA,"Divided",NA,3,0.747757991
"584","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Farmdale",40,41,0,"N",89,29,0,"W",219,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided",NA,3,0.853896078
"585","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Homer Lake",42,6,0,"N",88,12,0,"W",248,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.891357454
"586","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Homer Lake",42,6,0,"N",88,12,0,"W",248,"USA","N America","TBM","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.954106755
"587","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Homer Lake",42,6,0,"N",88,12,0,"W",248,"USA","N America","TBM","A","Individual","Unmanipulated","W",2006,NA,NA,2007,NA,NA,"Divided",NA,3,0.759452433
"588","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Homer Lake",42,6,0,"N",88,12,0,"W",248,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided",NA,3,0.960313174
"589","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Healy Road",42,46,0,"N",86,12,0,"W",199,"USA","N America","TBM","A","Mean","Unmanipulated","W",2005,NA,NA,2008,NA,NA,"Divided",NA,3,0.770443509
"590","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Healy Road",42,46,0,"N",86,12,0,"W",199,"USA","N America","TBM","A","Individual","Unmanipulated","W",2005,NA,NA,2006,NA,NA,"Divided",NA,3,0.765151198
"591","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Healy Road",42,46,0,"N",86,12,0,"W",199,"USA","N America","TBM","A","Individual","Unmanipulated","W",2006,NA,NA,2007,NA,NA,"Divided",NA,3,0.680320502
"592","Alliaria_petiolata_4","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Accepted",1.1,NA,"petiolata","Alliaria","Alliaria","Brassicaceae","Brassicales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Herbaceous perennial","Evans; Davis; Raghu; Ragavendran; Landis; Schemske","Ecol Appl",2012,"10.1890/11-1291.1",NA,4,2005,2008,"1",12,"Yes","Brassicaceae","No","Healy Road",42,46,0,"N",86,12,0,"W",199,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided",NA,3,0.865858826
